Unique Skills,course_title,course_url,
climate change,Climate Change and Sustainability – Coursera,https://www.coursera.org/learn/climate-change-and-sustainability,
archive,Digital Archiving and Preservation – Coursera,https://www.coursera.org/learn/digital-archiving,
manufacture engineering,Manufacturing Engineering Principles – Udemy,https://www.udemy.com/course/manufacturing-engineering-principles/,
skill development,Skill Development Strategies – LinkedIn Learning,https://www.linkedin.com/learning/skill-development-strategies,
search engine,Search Engine Optimization (SEO) Specialization – Coursera,https://www.coursera.org/specializations/seo,
it solution,IT Solutions Architecture – LinkedIn Learning,https://www.linkedin.com/learning/it-solution-architecture,
staff management,Staff Management Skills Training – Udemy,https://www.udemy.com/course/staff-management-training/,
gap analysis,Business Analysis: Gap Analysis Techniques – Udemy,https://www.udemy.com/course/business-analysis-gap-analysis/,
mvc,ASP.NET MVC for Beginners – Udemy,https://www.udemy.com/course/aspnet-mvc/,
ich,ICH Guidelines for Clinical Research – Coursera,https://www.coursera.org/learn/ich-guidelines,
microsoft azure,Microsoft Azure Fundamentals – Coursera,https://www.coursera.org/learn/microsoft-azure-fundamentals,
financial market,Financial Markets by Yale University – Coursera,https://www.coursera.org/learn/financial-markets,
manufacture operation,Manufacturing Operations Management – Coursera,https://www.coursera.org/learn/manufacturing-operations,
business application,Business Applications of Machine Learning – Coursera,https://www.coursera.org/learn/business-applications-machine-learning,
clinical care,Clinical Care & Patient Safety – Coursera,https://www.coursera.org/learn/patient-safety,
occupational health,Occupational Health & Safety Training – Udemy,https://www.udemy.com/course/occupational-health-safety-training/,
infrastructure as code,Infrastructure as Code (IaC) with Terraform – Udemy,https://www.udemy.com/course/terraform-beginner-to-advanced/,
ssrs,SQL Server Reporting Services (SSRS) Training – Udemy,https://www.udemy.com/course/ssrs-training/,
genomic,Genomics for Beginners – Coursera,https://www.coursera.org/learn/genomics,
insurance industry,Insurance Industry Fundamentals – edX,https://www.edx.org/course/insurance-fundamentals,
data transformation,Data Transformation with Python & Pandas – Udemy,https://www.udemy.com/course/data-transformation-python/,
siem,SIEM with Splunk – Udemy,https://www.udemy.com/course/siem-splunk-training/,
data migration,Data Migration Strategies – LinkedIn Learning,https://www.linkedin.com/learning/data-migration-strategies,
human resource management,HR Management Certification – Coursera,https://www.coursera.org/learn/human-resource-management,
fmea,Failure Mode and Effects Analysis (FMEA) – Udemy,https://www.udemy.com/course/failure-mode-effects-analysis-fmea/,
employee resource group,Diversity & Inclusion for Employee Resource Groups – LinkedIn Learning,https://www.linkedin.com/learning/diversity-and-inclusion-for-employee-resource-groups,
tax preparation,Tax Preparation Certification – Udemy,https://www.udemy.com/course/income-tax-preparation/,
san francisco,San Francisco: Urban Planning & Design – edX,https://www.edx.org/course/urban-design-san-francisco,
liquidity,Liquidity Risk Management – Coursera,https://www.coursera.org/learn/liquidity-risk-management,
quotation,Quotation & Proposal Writing – Udemy,https://www.udemy.com/course/quotation-and-proposal-writing/,
psychiatry,Introduction to Psychiatry – Coursera,https://www.coursera.org/learn/psychiatry,
staff development,Employee Training & Staff Development – LinkedIn Learning,https://www.linkedin.com/learning/staff-development-strategies,
public speak,Public Speaking Mastery – Udemy,https://www.udemy.com/course/public-speaking-mastery/,
material handling,Material Handling Safety – Udemy,https://www.udemy.com/course/material-handling-safety-training/,
emerge trend,Emerging Trends in Business & Technology – Coursera,https://www.coursera.org/learn/emerging-trends-in-business,
personal responsibility,Personal Accountability & Responsibility – LinkedIn Learning,https://www.linkedin.com/learning/developing-personal-responsibility,
legal research,Legal Research Fundamentals – Udemy,https://www.udemy.com/course/legal-research-training/,
cash handling,Cash Handling & Management Training – Udemy,https://www.udemy.com/course/cash-handling-training/,
consultative approach,Consultative Sales Approach – LinkedIn Learning,https://www.linkedin.com/learning/consultative-selling,
low latency,Low Latency Network Design – Udemy,https://www.udemy.com/course/low-latency-network-design/,
lan,Networking Basics: LAN & WAN Fundamentals – Udemy,https://www.udemy.com/course/networking-for-beginners/,
rdbms,Relational Database Management Systems (RDBMS) – Coursera,https://www.coursera.org/learn/databases,
mainframe,Mainframe Programming for Beginners – Udemy,https://www.udemy.com/course/mainframe-training/,
vault,HashiCorp Vault Secrets Management – Udemy,https://www.udemy.com/course/hashicorp-vault-training/,
personnel management,Personnel Management Certification – LinkedIn Learning,https://www.linkedin.com/learning/personnel-management,
technical writing,Technical Writing: How to Write Software Docs – Udemy,https://www.udemy.com/course/technical-writing-software-docs/,
business planning,Business Planning & Strategy Execution – Coursera,https://www.coursera.org/learn/business-planning,
vulnerability management,Vulnerability Management Fundamentals – Udemy,https://www.udemy.com/course/vulnerability-management-training/,
map,Map Design & GIS Fundamentals – Coursera,https://www.coursera.org/learn/gis-mapping,
router,Networking Basics: Router & Switch Configuration – Udemy,https://www.udemy.com/course/networking-for-beginners/,
test procedure,Test Procedure Documentation Training – Udemy,https://www.udemy.com/course/software-testing-quality-assurance/,
maintainability,Software Maintainability Best Practices – LinkedIn Learning,https://www.linkedin.com/learning/software-maintainability,
intranet,Building Intranet Solutions – LinkedIn Learning,https://www.linkedin.com/learning/intranet-design-and-strategy,
unstructured data,Working with Unstructured Data – Coursera,https://www.coursera.org/learn/unstructured-data,
customer contact,Customer Contact Strategies – Udemy,https://www.udemy.com/course/customer-contact-strategies/,
drug development,Drug Development Product Management – Coursera,https://www.coursera.org/learn/drug-development,
risk analysis,Risk Management and Analysis – Coursera,https://www.coursera.org/learn/risk-management,
web technology,Web Technologies for Developers – Coursera,https://www.coursera.org/learn/web-technologies,
application management,Application Lifecycle Management – Udemy,https://www.udemy.com/course/application-lifecycle-management/,
database design,Database Design and Modeling – Coursera,https://www.coursera.org/learn/database-design,
informatica,Informatica PowerCenter Training – Udemy,https://www.udemy.com/course/informatica-powercenter-training/,
quality improvement,Quality Improvement in Healthcare – Coursera,https://www.coursera.org/learn/quality-improvement-healthcare,
soc,Security Operations Center (SOC) Analyst – Udemy,https://www.udemy.com/course/security-operations-center-soc-analyst/,
immunology,Fundamentals of Immunology – Coursera,https://www.coursera.org/learn/fundamentals-immunology,
wordpress,WordPress for Beginners – Udemy,https://www.udemy.com/course/wordpress-for-beginners/,
data gathering,Data Collection and Gathering Techniques – Coursera,https://www.coursera.org/learn/data-collection-methods,
food preparation,Food Safety and Preparation – Alison,https://alison.com/course/food-safety-and-preparation,
capacity building,Organizational Capacity Building – LinkedIn Learning,https://www.linkedin.com/learning/organizational-capacity-building,
infrastructure project,Infrastructure Project Management – Coursera,https://www.coursera.org/learn/infrastructure-project-management,
strategic vision,Developing Strategic Vision – LinkedIn Learning,https://www.linkedin.com/learning/developing-strategic-vision,
biologic,Introduction to Biologics Development – Coursera,https://www.coursera.org/learn/biologics-development,
marketing operation,Marketing Operations Foundations – LinkedIn Learning,https://www.linkedin.com/learning/marketing-operations-foundations,
report system,Business Reporting Systems – Udemy,https://www.udemy.com/course/business-reporting-training/,
performance testing,Performance Testing Using JMeter – Udemy,https://www.udemy.com/course/jmeter-performance-testing/,
complex system,Complex Systems Modeling and Simulation – Coursera,https://www.coursera.org/learn/complex-systems,
blueprint,Blueprint Reading and Drawing Basics – Udemy,https://www.udemy.com/course/blueprint-reading-and-drawing/,
occupational safety,Occupational Safety and Health (OSHA) Training – Udemy,https://www.udemy.com/course/occupational-safety-and-health-training/,
storage system,Data Storage Systems Fundamentals – Coursera,https://www.coursera.org/learn/storage-systems-fundamentals,
business initiative,Strategic Business Initiatives – LinkedIn Learning,https://www.linkedin.com/learning/strategic-business-initiatives,
